    Tev(Myr)       type        Mo          Mt      L          R       Teff          Mc          Menv            Renv            epoch    spin         
   3109.9587      3.0000      1.4997      1.4859    441.8352     47.9872   3837.2673      0.3497      0.0849  11.362E-01     -1.5528  7.0392E-01
   3110.0088      3.0000      1.4997      1.4858    447.1962     48.3852   3832.9900      0.3504      0.0848  11.354E-01     -1.5528  6.9329E-01
   3110.0586      3.0000      1.4997      1.4856    452.6222     48.7868   3828.7102      0.3511      0.0847  11.345E-01     -1.5528  6.8282E-01
   3110.1077      3.0000      1.4997      1.4855    458.1140     49.1918   3824.4275      0.3518      0.0847  11.337E-01     -1.5528  6.7249E-01
   3110.1562      3.0000      1.4997      1.4854    463.6725     49.6005   3820.1421      0.3525      0.0846  11.328E-01     -1.5528  6.6232E-01
   3110.2043      3.0000      1.4997      1.4852    469.2985     50.0127   3815.8540      0.3532      0.0845  11.320E-01     -1.5528  6.5229E-01
   3110.2520      3.0000      1.4997      1.4851    474.9927     50.4285   3811.5635      0.3539      0.0844  11.311E-01     -1.5528  6.4241E-01
   3110.2991      3.0000      1.4997      1.4849    480.7560     50.8480   3807.2700      0.3547      0.0844  11.302E-01     -1.5528  6.3267E-01
   3110.3457      3.0000      1.4997      1.4847    486.5892     51.2712   3802.9741      0.3554      0.0843  11.294E-01     -1.5528  6.2307E-01
   3110.3918      3.0000      1.4997      1.4846    492.4932     51.6981   3798.6758      0.3561      0.0842  11.285E-01     -1.5528  6.1361E-01
   3110.4377      3.0000      1.4997      1.4844    498.4688     52.1288   3794.3748      0.3568      0.0841  11.276E-01     -1.5528  6.0428E-01
   3110.4829      3.0000      1.4997      1.4843    504.5169     52.5633   3790.0710      0.3575      0.0840  11.268E-01     -1.5528  5.9509E-01
   3110.5278      3.0000      1.4997      1.4841    510.6385     53.0016   3785.7651      0.3582      0.0840  11.259E-01     -1.5528  5.8604E-01
   3110.5723      3.0000      1.4997      1.4840    516.8342     53.4437   3781.4565      0.3590      0.0839  11.250E-01     -1.5528  5.7711E-01
   3110.6162      3.0000      1.4997      1.4838    523.1052     53.8898   3777.1455      0.3597      0.0838  11.241E-01     -1.5528  5.6832E-01
   3110.6597      3.0000      1.4997      1.4836    529.4523     54.3397   3772.8323      0.3604      0.0837  11.232E-01     -1.5528  5.5965E-01
   3110.7026      3.0000      1.4997      1.4835    535.8763     54.7937   3768.5166      0.3611      0.0837  11.223E-01     -1.5528  5.5110E-01
   3110.7454      3.0000      1.4997      1.4833    542.3784     55.2517   3764.1985      0.3619      0.0836  11.214E-01     -1.5528  5.4269E-01
   3110.7876      3.0000      1.4997      1.4831    548.9592     55.7137   3759.8779      0.3626      0.0835  11.205E-01     -1.5528  5.3439E-01
   3110.8293      3.0000      1.4997      1.4829    555.6200     56.1798   3755.5552      0.3633      0.0834  11.196E-01     -1.5528  5.2621E-01
   3110.8708      3.0000      1.4997      1.4828    562.3616     56.6500   3751.2302      0.3640      0.0834  11.187E-01     -1.5528  5.1815E-01
   3110.9116      3.0000      1.4997      1.4826    569.1849     57.1243   3746.9028      0.3648      0.0833  11.178E-01     -1.5528  5.1021E-01
   3110.9521      3.0000      1.4997      1.4824    576.0911     57.6029   3742.5732      0.3655      0.0832  11.169E-01     -1.5528  5.0239E-01
   3110.9924      3.0000      1.4997      1.4822    583.0811     58.0857   3738.2417      0.3662      0.0831  11.160E-01     -1.5528  4.9467E-01
   3111.0322      3.0000      1.4997      1.4821    590.1558     58.5727   3733.9077      0.3670      0.0830  11.151E-01     -1.5528  4.8707E-01
   3111.0715      3.0000      1.4997      1.4819    597.3165     59.0641   3729.5715      0.3677      0.0830  11.141E-01     -1.5528  4.7958E-01
   3111.1104      3.0000      1.4997      1.4817    604.5640     59.5598   3725.2334      0.3685      0.0829  11.132E-01     -1.5528  4.7220E-01
   3111.1489      3.0000      1.4997      1.4815    611.8994     60.0599   3720.8931      0.3692      0.0828  11.123E-01     -1.5528  4.6493E-01
   3111.1873      3.0000      1.4997      1.4813    619.3238     60.5645   3716.5508      0.3699      0.0827  11.114E-01     -1.5528  4.5776E-01
   3111.2251      3.0000      1.4997      1.4811    626.8383     61.0735   3712.2063      0.3707      0.0827  11.104E-01     -1.5528  4.5070E-01
   3111.2625      3.0000      1.4997      1.4809    634.4440     61.5870   3707.8599      0.3714      0.0826  11.095E-01     -1.5528  4.4374E-01
   3111.2996      3.0000      1.4997      1.4807    642.1420     62.1051   3703.5115      0.3722      0.0825  11.085E-01     -1.5528  4.3688E-01
   3111.3362      3.0000      1.4997      1.4805    649.9333     62.6278   3699.1609      0.3729      0.0824  11.076E-01     -1.5528  4.3012E-01
   3111.3726      3.0000      1.4997      1.4803    657.8193     63.1551   3694.8086      0.3737      0.0823  11.066E-01     -1.5528  4.2346E-01
   3111.4084      3.0000      1.4997      1.4801    665.8009     63.6871   3690.4541      0.3744      0.0823  11.057E-01     -1.5528  4.1689E-01
   3111.4441      3.0000      1.4997      1.4799    673.8793     64.2239   3686.0979      0.3752      0.0822  11.047E-01     -1.5528  4.1043E-01
   3111.4792      3.0000      1.4997      1.4797    682.0558     64.7654   3681.7397      0.3759      0.0821  11.038E-01     -1.5528  4.0405E-01
   3111.5142      3.0000      1.4997      1.4795    690.3315     65.3117   3677.3799      0.3767      0.0820  11.028E-01     -1.5528  3.9777E-01
   3111.5486      3.0000      1.4997      1.4793    698.7076     65.8629   3673.0178      0.3775      0.0820  11.018E-01     -1.5528  3.9158E-01
   3111.5828      3.0000      1.4997      1.4791    707.1852     66.4190   3668.6543      0.3782      0.0819  11.009E-01     -1.5528  3.8548E-01
   3111.6167      3.0000      1.4997      1.4789    715.7659     66.9800   3664.2888      0.3790      0.0818  10.999E-01     -1.5528  3.7947E-01
   3111.6501      3.0000      1.4997      1.4787    724.4506     67.5461   3659.9216      0.3797      0.0817  10.989E-01     -1.5528  3.7355E-01
   3111.6833      3.0000      1.4997      1.4784    733.2406     68.1171   3655.5527      0.3805      0.0817  10.979E-01     -1.5528  3.6772E-01
   3111.7161      3.0000      1.4997      1.4782    742.1373     68.6933   3651.1821      0.3813      0.0816  10.969E-01     -1.5528  3.6197E-01
   3111.7485      3.0000      1.4997      1.4780    751.1420     69.2746   3646.8096      0.3820      0.0815  10.960E-01     -1.5528  3.5630E-01
   3111.7808      3.0000      1.4997      1.4778    760.2559     69.8611   3642.4355      0.3828      0.0814  10.950E-01     -1.5528  3.5072E-01
   3111.8127      3.0000      1.4997      1.4775    769.4804     70.4528   3638.0601      0.3836      0.0813  10.940E-01     -1.5528  3.4521E-01
   3111.8442      3.0000      1.4997      1.4773    778.8168     71.0498   3633.6826      0.3843      0.0813  10.930E-01     -1.5528  3.3979E-01
   3111.8755      3.0000      1.4997      1.4771    788.2665     71.6521   3629.3037      0.3851      0.0812  10.919E-01     -1.5528  3.3445E-01
   3111.9062      3.0000      1.4997      1.4768    797.8309     72.2598   3624.9231      0.3859      0.0811  10.909E-01     -1.5528  3.2919E-01
   3111.9370      3.0000      1.4997      1.4766    807.5114     72.8730   3620.5410      0.3867      0.0810  10.899E-01     -1.5528  3.2400E-01
   3111.9673      3.0000      1.4997      1.4764    817.3092     73.4916   3616.1575      0.3875      0.0810  10.889E-01     -1.5528  3.1889E-01
   3111.9973      3.0000      1.4997      1.4761    827.2260     74.1158   3611.7725      0.3882      0.0809  10.879E-01     -1.5528  3.1385E-01
   3112.0269      3.0000      1.4997      1.4759    837.2631     74.7455   3607.3857      0.3890      0.0808  10.869E-01     -1.5528  3.0889E-01
   3112.0564      3.0000      1.4997      1.4756    847.4219     75.3809   3602.9978      0.3898      0.0807  10.858E-01     -1.5528  3.0400E-01
   3112.0854      3.0000      1.4997      1.4754    857.7040     76.0219   3598.6082      0.3906      0.0807  10.848E-01     -1.5528  2.9918E-01
   3112.1143      3.0000      1.4997      1.4751    868.1110     76.6687   3594.2173      0.3914      0.0806  10.837E-01     -1.5528  2.9444E-01
   3112.1428      3.0000      1.4997      1.4748    878.6441     77.3213   3589.8247      0.3922      0.0805  10.827E-01     -1.5528  2.8976E-01
   3112.1711      3.0000      1.4997      1.4746    889.3051     77.9798   3585.4309      0.3929      0.0804  10.816E-01     -1.5528  2.8515E-01
   3112.1990      3.0000      1.4997      1.4743    900.0954     78.6441   3581.0359      0.3937      0.0803  10.806E-01     -1.5528  2.8061E-01
   3112.2268      3.0000      1.4997      1.4741    911.0166     79.3144   3576.6394      0.3945      0.0803  10.795E-01     -1.5528  2.7613E-01
   3112.2542      3.0000      1.4997      1.4738    922.0704     79.9907   3572.2417      0.3953      0.0802  10.785E-01     -1.5528  2.7173E-01
   3112.2812      3.0000      1.4997      1.4735    933.2582     80.6731   3567.8425      0.3961      0.0801  10.774E-01     -1.5528  2.6738E-01
   3112.3081      3.0000      1.4997      1.4732    944.5818     81.3616   3563.4421      0.3969      0.0800  10.763E-01     -1.5528  2.6310E-01
   3112.3347      3.0000      1.4997      1.4730    956.0428     82.0563   3559.0405      0.3977      0.0800  10.753E-01     -1.5528  2.5888E-01
   3112.3611      3.0000      1.4997      1.4727    967.6429     82.7573   3554.6375      0.3985      0.0799  10.742E-01     -1.5528  2.5473E-01
   3112.3870      3.0000      1.4997      1.4724    979.3838     83.4645   3550.2334      0.3993      0.0798  10.731E-01     -1.5528  2.5063E-01
   3112.4128      3.0000      1.4997      1.4721    991.2670     84.1781   3545.8281      0.4001      0.0797  10.720E-01     -1.5528  2.4660E-01
   3112.4385      3.0000      1.4997      1.4718   1003.2945     84.8981   3541.4216      0.4009      0.0797  10.709E-01     -1.5528  2.4263E-01
   3112.4636      3.0000      1.4997      1.4715   1015.4679     85.6246   3537.0139      0.4017      0.0796  10.698E-01     -1.5528  2.3871E-01
   3112.4888      3.0000      1.4997      1.4712   1027.7889     86.3577   3532.6050      0.4025      0.0795  10.687E-01     -1.5528  2.3485E-01
   3112.5134      3.0000      1.4997      1.4709   1040.2596     87.0973   3528.1951      0.4033      0.0794  10.676E-01     -1.5528  2.3105E-01
   3112.5381      3.0000      1.4997      1.4706   1052.8815     87.8437   3523.7839      0.4042      0.0793  10.665E-01     -1.5528  2.2730E-01
   3112.5623      3.0000      1.4997      1.4703   1065.6566     88.5967   3519.3718      0.4050      0.0793  10.654E-01     -1.5528  2.2361E-01
   3112.5864      3.0000      1.4997      1.4700   1078.5867     89.3565   3514.9587      0.4058      0.0792  10.642E-01     -1.5528  2.1998E-01
   3112.6101      3.0000      1.4997      1.4697   1091.6736     90.1232   3510.5444      0.4066      0.0791  10.631E-01     -1.5528  2.1640E-01
   3112.6338      3.0000      1.4997      1.4694   1104.9193     90.8968   3506.1292      0.4074      0.0790  10.620E-01     -1.5528  2.1287E-01
   3112.6570      3.0000      1.4997      1.4691   1118.3258     91.6774   3501.7126      0.4082      0.0790  10.608E-01     -1.5528  2.0939E-01
   3112.6802      3.0000      1.4997      1.4688   1131.8949     92.4651   3497.2954      0.4091      0.0789  10.597E-01     -1.5528  2.0596E-01
   3112.7031      3.0000      1.4997      1.4684   1145.6287     93.2598   3492.8772      0.4099      0.0788  10.585E-01     -1.5528  2.0259E-01
   3112.7256      3.0000      1.4997      1.4681   1159.5291     94.0618   3488.4578      0.4107      0.0787  10.574E-01     -1.5528  1.9926E-01
   3112.7480      3.0000      1.4997      1.4678   1173.5981     94.8709   3484.0376      0.4115      0.0787  10.562E-01     -1.5528  1.9598E-01
   3112.7703      3.0000      1.4997      1.4674   1187.8379     95.6875   3479.6165      0.4124      0.0786  10.551E-01     -1.5528  1.9276E-01
   3112.7922      3.0000      1.4997      1.4671   1202.2504     96.5114   3475.1943      0.4132      0.0785  10.539E-01     -1.5528  1.8958E-01
   3112.8140      3.0000      1.4997      1.4667   1216.8378     97.3427   3470.7715      0.4140      0.0784  10.527E-01     -1.5528  1.8644E-01
   3112.8354      3.0000      1.4997      1.4664   1231.6022     98.1816   3466.3477      0.4149      0.0783  10.515E-01     -1.5528  1.8335E-01
   3112.8569      3.0000      1.4997      1.4660   1246.5458     99.0281   3461.9229      0.4157      0.0783  10.504E-01     -1.5528  1.8031E-01
   3112.8779      3.0000      1.4997      1.4657   1261.6707     99.8823   3457.4973      0.4165      0.0782  10.492E-01     -1.5528  1.7732E-01
   3112.8989      3.0000      1.4997      1.4653   1276.9790    100.7442   3453.0710      0.4174      0.0781  10.480E-01     -1.5528  1.7436E-01
   3112.9194      3.0000      1.4997      1.4650   1292.4731    101.6139   3448.6438      0.4182      0.0780  10.468E-01     -1.5528  1.7146E-01
   3112.9399      3.0000      1.4997      1.4646   1308.1553    102.4916   3444.2158      0.4190      0.0780  10.456E-01     -1.5528  1.6859E-01
   3112.9602      3.0000      1.4997      1.4642   1324.0277    103.3772   3439.7871      0.4199      0.0779  10.443E-01     -1.5528  1.6577E-01
   3112.9802      3.0000      1.4997      1.4639   1340.0927    104.2708   3435.3577      0.4207      0.0778  10.431E-01     -1.5528  1.6299E-01
   3113.0002      3.0000      1.4997      1.4635   1356.3525    105.1726   3430.9272      0.4216      0.0777  10.419E-01     -1.5528  1.6025E-01
   3113.0198      3.0000      1.4997      1.4631   1372.8098    106.0825   3426.4963      0.4224      0.0776  10.407E-01     -1.5528  1.5755E-01
   3113.0393      3.0000      1.4997      1.4627   1389.4667    107.0008   3422.0645      0.4233      0.0776  10.394E-01     -1.5528  1.5489E-01
   3113.0586      3.0000      1.4997      1.4623   1406.3257    107.9274   3417.6321      0.4241      0.0775  10.382E-01     -1.5528  1.5227E-01
   3113.0776      3.0000      1.4997      1.4619   1423.3892    108.8624   3413.1990      0.4250      0.0774  10.369E-01     -1.5528  1.4969E-01
   3113.0964      3.0000      1.4997      1.4615   1440.6598    109.8059   3408.7651      0.4258      0.0773  10.357E-01     -1.5528  1.4714E-01
   3113.1152      3.0000      1.4997      1.4611   1458.1399    110.7581   3404.3306      0.4267      0.0773  10.344E-01     -1.5528  1.4464E-01
   3113.1338      3.0000      1.4997      1.4607   1475.8322    111.7189   3399.8955      0.4276      0.0772  10.331E-01     -1.5528  1.4217E-01
   3113.1521      3.0000      1.4997      1.4603   1493.7390    112.6885   3395.4597      0.4284      0.0771  10.319E-01     -1.5528  1.3974E-01
   3113.1702      3.0000      1.4997      1.4599   1511.8632    113.6669   3391.0234      0.4293      0.0770  10.306E-01     -1.5528  1.3734E-01
   3113.1882      3.0000      1.4997      1.4594   1530.2073    114.6542   3386.5862      0.4301      0.0770  10.293E-01     -1.5528  1.3498E-01
   3113.2061      3.0000      1.4997      1.4590   1548.7739    115.6506   3382.1487      0.4310      0.0769  10.280E-01     -1.5528  1.3266E-01
   3113.2236      3.0000      1.4997      1.4586   1567.5658    116.6561   3377.7104      0.4319      0.0768  10.267E-01     -1.5528  1.3037E-01
   3113.2410      3.0000      1.4997      1.4582   1586.5858    117.6707   3373.2717      0.4327      0.0767  10.254E-01     -1.5528  1.2811E-01
   3113.2583      3.0000      1.4997      1.4577   1605.8365    118.6946   3368.8323      0.4336      0.0766  10.241E-01     -1.5528  1.2589E-01
   3113.2754      3.0000      1.4997      1.4573   1625.3208    119.7279   3364.3923      0.4345      0.0766  10.228E-01     -1.5528  1.2370E-01
   3113.2922      3.0000      1.4997      1.4568   1645.0415    120.7707   3359.9519      0.4354      0.0765  10.215E-01     -1.5528  1.2155E-01
   3113.3091      3.0000      1.4997      1.4564   1665.0015    121.8230   3355.5110      0.4362      0.0764  10.201E-01     -1.5528  1.1942E-01
   3113.3257      3.0000      1.4997      1.4559   1685.2036    122.8849   3351.0693      0.4371      0.0763  10.188E-01     -1.5528  1.1733E-01
   3113.3420      3.0000      1.4997      1.4554   1705.6510    123.9566   3346.6274      0.4380      0.0763  10.174E-01     -1.5528  1.1527E-01
   3113.3584      3.0000      1.4997      1.4550   1726.3463    125.0381   3342.1848      0.4389      0.0762  10.161E-01     -1.5528  1.1324E-01
   3113.3743      3.0000      1.4997      1.4545   1747.2928    126.1295   3337.7419      0.4398      0.0761  10.147E-01     -1.5528  1.1124E-01
   3113.3904      3.0000      1.4997      1.4540   1768.4934    127.2309   3333.2983      0.4406      0.0760  10.134E-01     -1.5528  1.0927E-01
   3113.4060      3.0000      1.4997      1.4535   1789.9513    128.3424   3328.8545      0.4415      0.0759  10.120E-01     -1.5528  1.0733E-01
   3113.4216      3.0000      1.4997      1.4530   1811.6696    129.4642   3324.4099      0.4424      0.0759  10.106E-01     -1.5528  1.0542E-01
   3113.4370      3.0000      1.4997      1.4525   1833.6514    130.5962   3319.9651      0.4433      0.0758  10.092E-01     -1.5528  1.0353E-01
   3113.4524      3.0000      1.4997      1.4520   1855.8998    131.7387   3315.5198      0.4442      0.0757  10.078E-01     -1.5528  1.0168E-01
   3113.4675      3.0000      1.4997      1.4515   1878.4182    132.8916   3311.0740      0.4451      0.0756  10.064E-01     -1.5528  9.9852E-02
   3113.4827      3.0000      1.4997      1.4510   1901.2098    134.0552   3306.6279      0.4460      0.0756  10.050E-01     -1.5528  9.8053E-02
   3113.4973      3.0000      1.4997      1.4505   1924.2781    135.2295   3302.1812      0.4469      0.0755  10.036E-01     -1.5528  9.6281E-02
   3113.5122      3.0000      1.4997      1.4499   1947.6261    136.4146   3297.7341      0.4478      0.0754  10.021E-01     -1.5528  9.4535E-02
   3113.5266      3.0000      1.4997      1.4494   1971.2574    137.6106   3293.2869      0.4487      0.0753  10.007E-01     -1.5528  9.2815E-02
   3113.5410      3.0000      1.4997      1.4489   1995.1755    138.8176   3288.8389      0.4496      0.0752  99.927E-02     -1.5528  9.1122E-02
   3113.5554      3.0000      1.4997      1.4483   2019.3839    140.0358   3284.3909      0.4505      0.0752  99.782E-02     -1.5528  8.9454E-02
   3113.5693      3.0000      1.4997      1.4478   2043.8860    141.2652   3279.9421      0.4514      0.0751  99.636E-02     -1.5528  8.7811E-02
   3113.5835      3.0000      1.4997      1.4472   2068.6853    142.5060   3275.4932      0.4523      0.0750  99.490E-02     -1.5528  8.6193E-02
   3113.5972      3.0000      1.4997      1.4466   2093.7854    143.7582   3271.0439      0.4532      0.0749  99.343E-02     -1.5528  8.4599E-02
   3113.6108      3.0000      1.4997      1.4461   2119.1902    145.0220   3266.5942      0.4541      0.0749  99.194E-02     -1.5528  8.3029E-02
   3113.6245      3.0000      1.4997      1.4455   2144.9033    146.2975   3262.1440      0.4550      0.0748  99.045E-02     -1.5528  8.1484E-02
   3113.6379      3.0000      1.4997      1.4449   2170.9282    147.5847   3257.6936      0.4560      0.0747  98.896E-02     -1.5528  7.9961E-02
   3113.6511      3.0000      1.4997      1.4443   2197.2690    148.8839   3253.2429      0.4569      0.0746  98.745E-02     -1.5528  7.8462E-02
   3113.6643      3.0000      1.4997      1.4437   2223.9294    150.1952   3248.7917      0.4578      0.0746  98.593E-02     -1.5528  7.6986E-02
   3113.6775      3.0000      1.4997      1.4431   2250.9133    151.5186   3244.3403      0.4587      0.0745  98.441E-02     -1.5528  7.5532E-02
   3113.6902      3.0000      1.4997      1.4425   2278.2246    152.8542   3239.8884      0.4596      0.0744  98.288E-02     -1.5528  7.4100E-02
   3113.7031      3.0000      1.4997      1.4419   2305.8674    154.2022   3235.4365      0.4606      0.0743  98.134E-02     -1.5528  7.2690E-02
   3113.7156      3.0000      1.4997      1.4413   2333.8455    155.5628   3230.9839      0.4615      0.0742  97.979E-02     -1.5528  7.1302E-02
   3113.7283      3.0000      1.4997      1.4406   2362.1628    156.9359   3226.5310      0.4624      0.0742  97.823E-02     -1.5528  6.9934E-02
   3113.7405      3.0000      1.4997      1.4400   2390.8240    158.3219   3222.0779      0.4634      0.0741  97.666E-02     -1.5528  6.8588E-02
   3113.7529      3.0000      1.4997      1.4394   2419.8330    159.7207   3217.6245      0.4643      0.0740  97.508E-02     -1.5528  6.7263E-02
   3113.7649      3.0000      1.4997      1.4387   2449.1938    161.1325   3213.1707      0.4652      0.0739  97.350E-02     -1.5528  6.5957E-02
   3113.7771      3.0000      1.4997      1.4381   2478.9109    162.5575   3208.7166      0.4662      0.0739  97.190E-02     -1.5528  6.4672E-02
   3113.7888      3.0000      1.4997      1.4374   2508.9885    163.9957   3204.2622      0.4671      0.0738  97.030E-02     -1.5528  6.3407E-02
   3113.8008      3.0000      1.4997      1.4367   2539.4312    165.4473   3199.8074      0.4680      0.0737  96.868E-02     -1.5528  6.2161E-02
   3113.8123      3.0000      1.4997      1.4360   2570.2432    166.9125   3195.3523      0.4690      0.0736  96.706E-02     -1.5528  6.0935E-02
   3113.8240      3.0000      1.4997      1.4353   2601.4290    168.3913   3190.8970      0.4699      0.0735  96.542E-02     -1.5528  5.9727E-02
   3113.8352      3.0000      1.4997      1.4346   2632.9932    169.8839   3186.4412      0.4709      0.0735  96.378E-02     -1.5528  5.8539E-02
   3113.8467      3.0000      1.4997      1.4339   2664.9404    171.3905   3181.9851      0.4718      0.0734  96.213E-02     -1.5528  5.7369E-02
   3113.8579      3.0000      1.4997      1.4332   2697.2754    172.9111   3177.5288      0.4728      0.0733  96.046E-02     -1.5528  5.6217E-02
   3113.8689      3.0000      1.4997      1.4325   2730.0024    174.4459   3173.0720      0.4737      0.0732  95.879E-02     -1.5528  5.5083E-02
   3113.8716      4.0000      1.4323      1.4323     63.0741     13.2011   4497.0518      0.4743      0.1040  76.084E-02   -522.8793  8.1986E+00
   3115.2061      4.0000      1.4323      1.4322     63.0747     13.2079   4495.8955      0.4747      0.1046  69.664E-02   -522.8793  8.5657E+00
   3116.5408      4.0000      1.4323      1.4320     63.0778     13.2149   4494.7720      0.4751      0.1052  63.769E-02   -522.8793  8.9462E+00
   3117.8752      4.0000      1.4323      1.4319     63.0844     13.2219   4493.6914      0.4755      0.1057  58.358E-02   -522.8793  9.3408E+00
   3119.2100      4.0000      1.4323      1.4317     63.0953     13.2291   4492.6587      0.4759      0.1063  53.396E-02   -522.8793  9.7496E+00
   3120.5444      4.0000      1.4323      1.4316     63.1112     13.2366   4491.6772      0.4763      0.1069  48.846E-02   -522.8793  1.0172E+01
   3121.8792      4.0000      1.4323      1.4314     63.1327     13.2443   4490.7480      0.4767      0.1075  44.677E-02   -522.8793  1.0609E+01
   3123.2136      4.0000      1.4323      1.4312     63.1603     13.2524   4489.8721      0.4771      0.1081  40.860E-02   -522.8793  1.1060E+01
   3124.5483      4.0000      1.4323      1.4311     63.1946     13.2608   4489.0488      0.4775      0.1087  37.366E-02   -522.8793  1.1524E+01
   3125.8828      4.0000      1.4323      1.4309     63.2359     13.2697   4488.2773      0.4779      0.1093  34.169E-02   -522.8793  1.2000E+01
   3127.2175      4.0000      1.4323      1.4308     63.2847     13.2791   4487.5566      0.4783      0.1099  31.246E-02   -522.8793  1.2489E+01
   3128.5520      4.0000      1.4323      1.4306     63.3415     13.2890   4486.8853      0.4787      0.1106  28.574E-02   -522.8793  1.2990E+01
   3129.8867      4.0000      1.4323      1.4305     63.4067     13.2996   4486.2607      0.4791      0.1112  26.133E-02   -522.8793  1.3502E+01
   3131.2212      4.0000      1.4323      1.4303     63.4806     13.3108   4485.6812      0.4795      0.1118  23.904E-02   -522.8793  1.4024E+01
   3132.5559      4.0000      1.4323      1.4301     63.5637     13.3227   4485.1436      0.4800      0.1124  21.870E-02   -522.8793  1.4554E+01
   3133.8904      4.0000      1.4323      1.4300     63.6563     13.3353   4484.6460      0.4804      0.1130  20.014E-02   -522.8793  1.5093E+01
   3135.2251      4.0000      1.4323      1.4298     63.7588     13.3488   4484.1846      0.4808      0.1136  18.321E-02   -522.8793  1.5638E+01
   3136.5596      4.0000      1.4323      1.4297     63.8715     13.3631   4483.7573      0.4812      0.1142  16.777E-02   -522.8793  1.6188E+01
   3137.8943      4.0000      1.4323      1.4295     63.9949     13.3784   4483.3604      0.4816      0.1148  15.371E-02   -522.8793  1.6742E+01
   3139.2288      4.0000      1.4323      1.4293     64.1293     13.3947   4482.9907      0.4820      0.1154  14.089E-02   -522.8793  1.7297E+01
   3140.5635      4.0000      1.4323      1.4292     64.2750     13.4119   4482.6450      0.4824      0.1160  12.922E-02   -522.8793  1.7853E+01
   3141.8979      4.0000      1.4323      1.4290     64.4325     13.4303   4482.3193      0.4828      0.1166  11.859E-02   -522.8793  1.8407E+01
   3143.2327      4.0000      1.4323      1.4289     64.6021     13.4498   4482.0103      0.4832      0.1172  10.892E-02   -522.8793  1.8958E+01
   3144.5671      4.0000      1.4323      1.4287     64.7841     13.4705   4481.7139      0.4836      0.1178  10.012E-02   -522.8793  1.9503E+01
   3145.9019      4.0000      1.4323      1.4285     64.9789     13.4925   4481.4268      0.4840      0.1184  92.114E-03   -522.8793  2.0040E+01
   3147.2363      4.0000      1.4323      1.4284     65.1870     13.5158   4481.1450      0.4844      0.1191  84.833E-03   -522.8793  2.0568E+01
   3148.5710      4.0000      1.4323      1.4282     65.4087     13.5405   4480.8643      0.4848      0.1197  78.213E-03   -522.8793  2.1083E+01
   3149.9058      4.0000      1.4323      1.4280     65.6443     13.5665   4480.5811      0.4852      0.1203  72.195E-03   -522.8793  2.1584E+01
   3151.2402      4.0000      1.4323      1.4279     65.8943     13.5941   4480.2910      0.4856      0.1209  66.727E-03   -522.8793  2.2069E+01
   3152.5750      4.0000      1.4323      1.4277     66.1592     13.6232   4479.9897      0.4860      0.1215  61.760E-03   -522.8793  2.2535E+01
   3153.9094      4.0000      1.4323      1.4275     66.4392     13.6540   4479.6738      0.4865      0.1221  57.248E-03   -522.8793  2.2981E+01
   3155.2441      4.0000      1.4323      1.4274     66.7349     13.6864   4479.3389      0.4869      0.1227  53.152E-03   -522.8793  2.3405E+01
   3156.5786      4.0000      1.4323      1.4272     67.0466     13.7205   4478.9805      0.4873      0.1233  49.435E-03   -522.8793  2.3803E+01
   3157.9133      4.0000      1.4323      1.4270     67.3749     13.7564   4478.5942      0.4877      0.1239  46.064E-03   -522.8793  2.4176E+01
   3159.2478      4.0000      1.4323      1.4269     67.7201     13.7942   4478.1763      0.4881      0.1245  43.007E-03   -522.8793  2.4520E+01
   3160.5825      4.0000      1.4323      1.4267     68.0828     13.8339   4477.7217      0.4885      0.1251  40.237E-03   -522.8793  2.4835E+01
   3161.9170      4.0000      1.4323      1.4265     68.4635     13.8756   4477.2271      0.4889      0.1257  37.730E-03   -522.8793  2.5118E+01
   3163.2517      4.0000      1.4323      1.4263     68.8627     13.9193   4476.6875      0.4893      0.1263  35.462E-03   -522.8793  2.5369E+01
   3164.5862      4.0000      1.4323      1.4261     69.2808     13.9652   4476.0981      0.4897      0.1269  33.413E-03   -522.8793  2.5586E+01
   3165.9209      4.0000      1.4323      1.4260     69.7184     14.0132   4475.4556      0.4901      0.1275  31.565E-03   -522.8793  2.5769E+01
   3167.2554      4.0000      1.4323      1.4258     70.1762     14.0636   4474.7549      0.4905      0.1281  29.901E-03   -522.8793  2.5916E+01
   3168.5901      4.0000      1.4323      1.4256     70.6546     14.1162   4473.9912      0.4909      0.1287  28.406E-03   -522.8793  2.6027E+01
   3169.9246      4.0000      1.4323      1.4254     71.1543     14.1713   4473.1611      0.4913      0.1293  27.066E-03   -522.8793  2.6101E+01
   3171.2593      4.0000      1.4323      1.4252     71.6759     14.2289   4472.2593      0.4917      0.1299  25.871E-03   -522.8793  2.6138E+01
   3172.5938      4.0000      1.4323      1.4250     72.2200     14.2891   4471.2817      0.4921      0.1305  24.809E-03   -522.8793  2.6137E+01
   3173.9285      4.0000      1.4323      1.4248     72.7874     14.3519   4470.2241      0.4925      0.1310  23.870E-03   -522.8793  2.6099E+01
   3175.2629      4.0000      1.4323      1.4246     73.3787     14.4174   4469.0815      0.4929      0.1316  23.048E-03   -522.8793  2.6024E+01
   3176.5977      4.0000      1.4323      1.4244     73.9946     14.4858   4467.8496      0.4934      0.1322  22.334E-03   -522.8793  2.5912E+01
