    Tev(Myr)       type        Mo          Mt      L          R       Teff          Mc          Menv            Renv            epoch    spin         
   3076.8286      3.0000      1.4997      1.4982     38.6573      9.8587   4604.3521      0.2330      0.1008  12.652E-01     -1.5528  1.3219E+01
   3077.2100      3.0000      1.4997      1.4982     39.1263      9.9318   4601.2212      0.2335      0.1007  12.647E-01     -1.5528  1.3034E+01
   3077.5876      3.0000      1.4997      1.4981     39.6011     10.0055   4598.0815      0.2339      0.1006  12.642E-01     -1.5528  1.2851E+01
   3077.9614      3.0000      1.4997      1.4981     40.0816     10.0798   4594.9336      0.2344      0.1005  12.637E-01     -1.5528  1.2671E+01
   3078.3315      3.0000      1.4997      1.4981     40.5679     10.1547   4591.7778      0.2349      0.1004  12.632E-01     -1.5528  1.2493E+01
   3078.6978      3.0000      1.4997      1.4981     41.0601     10.2303   4588.6133      0.2354      0.1004  12.627E-01     -1.5528  1.2317E+01
   3079.0605      3.0000      1.4997      1.4981     41.5583     10.3064   4585.4409      0.2358      0.1003  12.622E-01     -1.5528  1.2145E+01
   3079.4194      3.0000      1.4997      1.4980     42.0626     10.3831   4582.2598      0.2363      0.1002  12.617E-01     -1.5528  1.1974E+01
   3079.7749      3.0000      1.4997      1.4980     42.5729     10.4605   4579.0708      0.2368      0.1001  12.612E-01     -1.5528  1.1806E+01
   3080.1270      3.0000      1.4997      1.4980     43.0895     10.5385   4575.8735      0.2373      0.1000  12.607E-01     -1.5528  1.1640E+01
   3080.4753      3.0000      1.4997      1.4980     43.6123     10.6171   4572.6680      0.2377      0.1000  12.602E-01     -1.5528  1.1477E+01
   3080.8203      3.0000      1.4997      1.4980     44.1415     10.6963   4569.4546      0.2382      0.0999  12.597E-01     -1.5528  1.1316E+01
   3081.1616      3.0000      1.4997      1.4979     44.6771     10.7762   4566.2329      0.2387      0.0998  12.592E-01     -1.5528  1.1157E+01
   3081.4998      3.0000      1.4997      1.4979     45.2192     10.8567   4563.0034      0.2392      0.0997  12.587E-01     -1.5528  1.1001E+01
   3081.8345      3.0000      1.4997      1.4979     45.7678     10.9379   4559.7656      0.2397      0.0996  12.582E-01     -1.5528  1.0846E+01
   3082.1658      3.0000      1.4997      1.4979     46.3231     11.0197   4556.5195      0.2401      0.0996  12.577E-01     -1.5528  1.0694E+01
   3082.4937      3.0000      1.4997      1.4978     46.8852     11.1023   4553.2656      0.2406      0.0995  12.572E-01     -1.5528  1.0544E+01
   3082.8186      3.0000      1.4997      1.4978     47.4541     11.1854   4550.0039      0.2411      0.0994  12.567E-01     -1.5528  1.0396E+01
   3083.1399      3.0000      1.4997      1.4978     48.0299     11.2693   4546.7339      0.2416      0.0993  12.562E-01     -1.5528  1.0250E+01
   3083.4583      3.0000      1.4997      1.4978     48.6126     11.3538   4543.4561      0.2421      0.0992  12.557E-01     -1.5528  1.0106E+01
   3083.7734      3.0000      1.4997      1.4978     49.2025     11.4390   4540.1704      0.2426      0.0992  12.552E-01     -1.5528  9.9636E+00
   3084.0852      3.0000      1.4997      1.4977     49.7995     11.5249   4536.8765      0.2430      0.0991  12.547E-01     -1.5528  9.8237E+00
   3084.3940      3.0000      1.4997      1.4977     50.4037     11.6115   4533.5752      0.2435      0.0990  12.542E-01     -1.5528  9.6856E+00
   3084.6997      3.0000      1.4997      1.4977     51.0153     11.6988   4530.2656      0.2440      0.0989  12.537E-01     -1.5528  9.5495E+00
   3085.0024      3.0000      1.4997      1.4977     51.6343     11.7868   4526.9482      0.2445      0.0988  12.531E-01     -1.5528  9.4153E+00
   3085.3022      3.0000      1.4997      1.4976     52.2607     11.8756   4523.6230      0.2450      0.0988  12.526E-01     -1.5528  9.2830E+00
   3085.5989      3.0000      1.4997      1.4976     52.8949     11.9650   4520.2905      0.2455      0.0987  12.521E-01     -1.5528  9.1525E+00
   3085.8926      3.0000      1.4997      1.4976     53.5366     12.0552   4516.9497      0.2460      0.0986  12.516E-01     -1.5528  9.0238E+00
   3086.1831      3.0000      1.4997      1.4976     54.1862     12.1461   4513.6011      0.2465      0.0985  12.511E-01     -1.5528  8.8969E+00
   3086.4709      3.0000      1.4997      1.4975     54.8437     12.2378   4510.2451      0.2470      0.0984  12.505E-01     -1.5528  8.7718E+00
   3086.7561      3.0000      1.4997      1.4975     55.5091     12.3302   4506.8813      0.2475      0.0984  12.500E-01     -1.5528  8.6484E+00
   3087.0381      3.0000      1.4997      1.4975     56.1827     12.4233   4503.5098      0.2480      0.0983  12.495E-01     -1.5528  8.5267E+00
   3087.3174      3.0000      1.4997      1.4975     56.8643     12.5173   4500.1304      0.2485      0.0982  12.490E-01     -1.5528  8.4067E+00
   3087.5940      3.0000      1.4997      1.4974     57.5543     12.6119   4496.7437      0.2490      0.0981  12.485E-01     -1.5528  8.2884E+00
   3087.8677      3.0000      1.4997      1.4974     58.2526     12.7074   4493.3491      0.2495      0.0980  12.479E-01     -1.5528  8.1718E+00
   3088.1387      3.0000      1.4997      1.4974     58.9594     12.8036   4489.9473      0.2500      0.0980  12.474E-01     -1.5528  8.0567E+00
   3088.4070      3.0000      1.4997      1.4974     59.6748     12.9007   4486.5376      0.2505      0.0979  12.469E-01     -1.5528  7.9433E+00
   3088.6726      3.0000      1.4997      1.4973     60.3989     12.9985   4483.1206      0.2510      0.0978  12.463E-01     -1.5528  7.8314E+00
   3088.9355      3.0000      1.4997      1.4973     61.1317     13.0971   4479.6963      0.2515      0.0977  12.458E-01     -1.5528  7.7211E+00
   3089.1958      3.0000      1.4997      1.4973     61.8735     13.1965   4476.2642      0.2520      0.0976  12.453E-01     -1.5528  7.6123E+00
   3089.4534      3.0000      1.4997      1.4972     62.6242     13.2968   4472.8247      0.2525      0.0976  12.447E-01     -1.5528  7.5050E+00
   3089.7085      3.0000      1.4997      1.4972     63.3840     13.3978   4469.3774      0.2530      0.0975  12.442E-01     -1.5528  7.3993E+00
   3089.9612      3.0000      1.4997      1.4972     64.1531     13.4997   4465.9233      0.2535      0.0974  12.437E-01     -1.5528  7.2950E+00
   3090.2112      3.0000      1.4997      1.4972     64.9315     13.6025   4462.4614      0.2540      0.0973  12.431E-01     -1.5528  7.1921E+00
   3090.4587      3.0000      1.4997      1.4971     65.7193     13.7061   4458.9927      0.2545      0.0972  12.426E-01     -1.5528  7.0907E+00
   3090.7039      3.0000      1.4997      1.4971     66.5167     13.8105   4455.5161      0.2551      0.0972  12.420E-01     -1.5528  6.9907E+00
   3090.9465      3.0000      1.4997      1.4971     67.3238     13.9158   4452.0322      0.2556      0.0971  12.415E-01     -1.5528  6.8920E+00
   3091.1868      3.0000      1.4997      1.4970     68.1407     14.0219   4448.5415      0.2561      0.0970  12.409E-01     -1.5528  6.7948E+00
   3091.4246      3.0000      1.4997      1.4970     68.9675     14.1289   4445.0430      0.2566      0.0969  12.404E-01     -1.5528  6.6989E+00
   3091.6599      3.0000      1.4997      1.4970     69.8043     14.2368   4441.5376      0.2571      0.0968  12.399E-01     -1.5528  6.6043E+00
   3091.8931      3.0000      1.4997      1.4969     70.6512     14.3456   4438.0249      0.2576      0.0968  12.393E-01     -1.5528  6.5110E+00
   3092.1238      3.0000      1.4997      1.4969     71.5085     14.4553   4434.5054      0.2582      0.0967  12.388E-01     -1.5528  6.4191E+00
   3092.3523      3.0000      1.4997      1.4969     72.3761     14.5659   4430.9785      0.2587      0.0966  12.382E-01     -1.5528  6.3284E+00
   3092.5784      3.0000      1.4997      1.4968     73.2543     14.6774   4427.4443      0.2592      0.0965  12.377E-01     -1.5528  6.2389E+00
   3092.8022      3.0000      1.4997      1.4968     74.1431     14.7898   4423.9028      0.2597      0.0964  12.371E-01     -1.5528  6.1507E+00
   3093.0239      3.0000      1.4997      1.4968     75.0427     14.9032   4420.3550      0.2602      0.0964  12.365E-01     -1.5528  6.0638E+00
   3093.2434      3.0000      1.4997      1.4968     75.9533     15.0175   4416.7993      0.2608      0.0963  12.360E-01     -1.5528  5.9780E+00
   3093.4604      3.0000      1.4997      1.4967     76.8748     15.1327   4413.2373      0.2613      0.0962  12.354E-01     -1.5528  5.8935E+00
   3093.6755      3.0000      1.4997      1.4967     77.8076     15.2489   4409.6680      0.2618      0.0961  12.349E-01     -1.5528  5.8101E+00
   3093.8884      3.0000      1.4997      1.4967     78.7517     15.3660   4406.0918      0.2623      0.0960  12.343E-01     -1.5528  5.7278E+00
   3094.0994      3.0000      1.4997      1.4966     79.7072     15.4842   4402.5083      0.2629      0.0960  12.338E-01     -1.5528  5.6468E+00
   3094.3079      3.0000      1.4997      1.4966     80.6743     15.6032   4398.9185      0.2634      0.0959  12.332E-01     -1.5528  5.5668E+00
   3094.5146      3.0000      1.4997      1.4965     81.6532     15.7233   4395.3213      0.2639      0.0958  12.326E-01     -1.5528  5.4879E+00
   3094.7190      3.0000      1.4997      1.4965     82.6439     15.8444   4391.7173      0.2645      0.0957  12.321E-01     -1.5528  5.4102E+00
   3094.9216      3.0000      1.4997      1.4965     83.6466     15.9665   4388.1069      0.2650      0.0957  12.315E-01     -1.5528  5.3335E+00
   3095.1221      3.0000      1.4997      1.4964     84.6616     16.0896   4384.4893      0.2655      0.0956  12.309E-01     -1.5528  5.2579E+00
   3095.3206      3.0000      1.4997      1.4964     85.6888     16.2137   4380.8652      0.2661      0.0955  12.303E-01     -1.5528  5.1834E+00
   3095.5168      3.0000      1.4997      1.4964     86.7285     16.3388   4377.2344      0.2666      0.0954  12.298E-01     -1.5528  5.1098E+00
   3095.7114      3.0000      1.4997      1.4963     87.7808     16.4650   4373.5967      0.2671      0.0953  12.292E-01     -1.5528  5.0373E+00
   3095.9041      3.0000      1.4997      1.4963     88.8459     16.5922   4369.9521      0.2677      0.0953  12.286E-01     -1.5528  4.9658E+00
   3096.0945      3.0000      1.4997      1.4963     89.9239     16.7205   4366.3013      0.2682      0.0952  12.281E-01     -1.5528  4.8953E+00
   3096.2832      3.0000      1.4997      1.4962     91.0150     16.8499   4362.6436      0.2687      0.0951  12.275E-01     -1.5528  4.8258E+00
   3096.4702      3.0000      1.4997      1.4962     92.1193     16.9803   4358.9790      0.2693      0.0950  12.269E-01     -1.5528  4.7573E+00
   3096.6550      3.0000      1.4997      1.4961     93.2370     17.1118   4355.3081      0.2698      0.0949  12.263E-01     -1.5528  4.6897E+00
   3096.8381      3.0000      1.4997      1.4961     94.3683     17.2444   4351.6309      0.2704      0.0949  12.257E-01     -1.5528  4.6230E+00
   3097.0195      3.0000      1.4997      1.4961     95.5133     17.3781   4347.9468      0.2709      0.0948  12.252E-01     -1.5528  4.5573E+00
   3097.1990      3.0000      1.4997      1.4960     96.6722     17.5129   4344.2563      0.2715      0.0947  12.246E-01     -1.5528  4.4925E+00
   3097.3767      3.0000      1.4997      1.4960     97.8452     17.6489   4340.5596      0.2720      0.0946  12.240E-01     -1.5528  4.4286E+00
   3097.5525      3.0000      1.4997      1.4959     99.0324     17.7860   4336.8564      0.2726      0.0945  12.234E-01     -1.5528  4.3655E+00
   3097.7268      3.0000      1.4997      1.4959    100.2340     17.9242   4333.1465      0.2731      0.0945  12.228E-01     -1.5528  4.3034E+00
   3097.8992      3.0000      1.4997      1.4959    101.4502     18.0636   4329.4307      0.2736      0.0944  12.222E-01     -1.5528  4.2421E+00
   3098.0698      3.0000      1.4997      1.4958    102.6811     18.2041   4325.7080      0.2742      0.0943  12.216E-01     -1.5528  4.1817E+00
   3098.2388      3.0000      1.4997      1.4958    103.9270     18.3459   4321.9790      0.2748      0.0942  12.210E-01     -1.5528  4.1221E+00
   3098.4060      3.0000      1.4997      1.4957    105.1880     18.4888   4318.2441      0.2753      0.0942  12.204E-01     -1.5528  4.0633E+00
   3098.5718      3.0000      1.4997      1.4957    106.4643     18.6329   4314.5029      0.2759      0.0941  12.198E-01     -1.5528  4.0054E+00
   3098.7356      3.0000      1.4997      1.4956    107.7560     18.7782   4310.7554      0.2764      0.0940  12.192E-01     -1.5528  3.9483E+00
   3098.8979      3.0000      1.4997      1.4956    109.0635     18.9247   4307.0015      0.2770      0.0939  12.186E-01     -1.5528  3.8919E+00
   3099.0586      3.0000      1.4997      1.4956    110.3868     19.0724   4303.2412      0.2775      0.0938  12.180E-01     -1.5528  3.8364E+00
   3099.2178      3.0000      1.4997      1.4955    111.7262     19.2214   4299.4751      0.2781      0.0938  12.174E-01     -1.5528  3.7816E+00
   3099.3752      3.0000      1.4997      1.4955    113.0818     19.3717   4295.7031      0.2786      0.0937  12.168E-01     -1.5528  3.7276E+00
   3099.5310      3.0000      1.4997      1.4954    114.4539     19.5232   4291.9248      0.2792      0.0936  12.162E-01     -1.5528  3.6743E+00
   3099.6855      3.0000      1.4997      1.4954    115.8426     19.6759   4288.1401      0.2798      0.0935  12.156E-01     -1.5528  3.6218E+00
   3099.8384      3.0000      1.4997      1.4953    117.2482     19.8300   4284.3496      0.2803      0.0934  12.150E-01     -1.5528  3.5700E+00
   3099.9895      3.0000      1.4997      1.4953    118.6708     19.9853   4280.5532      0.2809      0.0934  12.144E-01     -1.5528  3.5190E+00
   3100.1394      3.0000      1.4997      1.4952    120.1107     20.1420   4276.7510      0.2815      0.0933  12.138E-01     -1.5528  3.4686E+00
   3100.2876      3.0000      1.4997      1.4952    121.5680     20.2999   4272.9424      0.2820      0.0932  12.132E-01     -1.5528  3.4190E+00
   3100.4343      3.0000      1.4997      1.4951    123.0430     20.4592   4269.1279      0.2826      0.0931  12.125E-01     -1.5528  3.3700E+00
   3100.5798      3.0000      1.4997      1.4951    124.5360     20.6199   4265.3076      0.2832      0.0931  12.119E-01     -1.5528  3.3217E+00
   3100.7236      3.0000      1.4997      1.4950    126.0470     20.7819   4261.4814      0.2837      0.0930  12.113E-01     -1.5528  3.2741E+00
   3100.8660      3.0000      1.4997      1.4950    127.5764     20.9452   4257.6499      0.2843      0.0929  12.107E-01     -1.5528  3.2272E+00
   3101.0071      3.0000      1.4997      1.4949    129.1243     21.1099   4253.8120      0.2849      0.0928  12.101E-01     -1.5528  3.1809E+00
   3101.1467      3.0000      1.4997      1.4949    130.6911     21.2760   4249.9683      0.2854      0.0927  12.094E-01     -1.5528  3.1353E+00
   3101.2849      3.0000      1.4997      1.4948    132.2768     21.4436   4246.1191      0.2860      0.0927  12.088E-01     -1.5528  3.0903E+00
   3101.4216      3.0000      1.4997      1.4948    133.8818     21.6125   4242.2642      0.2866      0.0926  12.082E-01     -1.5528  3.0459E+00
   3101.5571      3.0000      1.4997      1.4947    135.5062     21.7828   4238.4038      0.2872      0.0925  12.076E-01     -1.5528  3.0022E+00
   3101.6912      3.0000      1.4997      1.4947    137.1504     21.9546   4234.5371      0.2878      0.0924  12.069E-01     -1.5528  2.9591E+00
   3101.8240      3.0000      1.4997      1.4946    138.8145     22.1279   4230.6655      0.2883      0.0924  12.063E-01     -1.5528  2.9165E+00
   3101.9553      3.0000      1.4997      1.4946    140.4988     22.3026   4226.7876      0.2889      0.0923  12.057E-01     -1.5528  2.8746E+00
   3102.0854      3.0000      1.4997      1.4945    142.2035     22.4787   4222.9048      0.2895      0.0922  12.050E-01     -1.5528  2.8333E+00
   3102.2144      3.0000      1.4997      1.4945    143.9289     22.6564   4219.0161      0.2901      0.0921  12.044E-01     -1.5528  2.7925E+00
   3102.3418      3.0000      1.4997      1.4944    145.6753     22.8356   4215.1216      0.2907      0.0920  12.037E-01     -1.5528  2.7523E+00
   3102.4680      3.0000      1.4997      1.4944    147.4428     23.0163   4211.2222      0.2912      0.0920  12.031E-01     -1.5528  2.7127E+00
   3102.5930      3.0000      1.4997      1.4943    149.2318     23.1985   4207.3169      0.2918      0.0919  12.025E-01     -1.5528  2.6736E+00
   3102.7168      3.0000      1.4997      1.4942    151.0425     23.3822   4203.4062      0.2924      0.0918  12.018E-01     -1.5528  2.6351E+00
   3102.8394      3.0000      1.4997      1.4942    152.8751     23.5676   4199.4907      0.2930      0.0917  12.012E-01     -1.5528  2.5971E+00
   3102.9607      3.0000      1.4997      1.4941    154.7300     23.7544   4195.5693      0.2936      0.0916  12.005E-01     -1.5528  2.5596E+00
   3103.0806      3.0000      1.4997      1.4941    156.6074     23.9429   4191.6426      0.2942      0.0916  11.999E-01     -1.5528  2.5227E+00
   3103.1995      3.0000      1.4997      1.4940    158.5076     24.1330   4187.7104      0.2948      0.0915  11.992E-01     -1.5528  2.4863E+00
   3103.3171      3.0000      1.4997      1.4939    160.4309     24.3247   4183.7734      0.2954      0.0914  11.986E-01     -1.5528  2.4504E+00
   3103.4336      3.0000      1.4997      1.4939    162.3774     24.5180   4179.8311      0.2960      0.0913  11.979E-01     -1.5528  2.4150E+00
   3103.5491      3.0000      1.4997      1.4938    164.3476     24.7129   4175.8833      0.2966      0.0913  11.973E-01     -1.5528  2.3801E+00
   3103.6633      3.0000      1.4997      1.4938    166.3417     24.9095   4171.9307      0.2972      0.0912  11.966E-01     -1.5528  2.3457E+00
   3103.7764      3.0000      1.4997      1.4937    168.3600     25.1078   4167.9727      0.2978      0.0911  11.959E-01     -1.5528  2.3117E+00
   3103.8882      3.0000      1.4997      1.4936    170.4028     25.3078   4164.0093      0.2984      0.0910  11.953E-01     -1.5528  2.2783E+00
   3103.9990      3.0000      1.4997      1.4936    172.4704     25.5095   4160.0410      0.2990      0.0909  11.946E-01     -1.5528  2.2453E+00
   3104.1086      3.0000      1.4997      1.4935    174.5630     25.7128   4156.0679      0.2996      0.0909  11.939E-01     -1.5528  2.2128E+00
   3104.2173      3.0000      1.4997      1.4934    176.6811     25.9180   4152.0894      0.3002      0.0908  11.933E-01     -1.5528  2.1807E+00
   3104.3247      3.0000      1.4997      1.4934    178.8248     26.1248   4148.1064      0.3008      0.0907  11.926E-01     -1.5528  2.1491E+00
   3104.4312      3.0000      1.4997      1.4933    180.9946     26.3335   4144.1182      0.3014      0.0906  11.919E-01     -1.5528  2.1179E+00
   3104.5364      3.0000      1.4997      1.4932    183.1907     26.5439   4140.1245      0.3020      0.0906  11.913E-01     -1.5528  2.0872E+00
   3104.6409      3.0000      1.4997      1.4932    185.4134     26.7561   4136.1265      0.3026      0.0905  11.906E-01     -1.5528  2.0569E+00
   3104.7441      3.0000      1.4997      1.4931    187.6631     26.9701   4132.1235      0.3032      0.0904  11.899E-01     -1.5528  2.0270E+00
   3104.8462      3.0000      1.4997      1.4930    189.9401     27.1859   4128.1157      0.3038      0.0903  11.892E-01     -1.5528  1.9976E+00
   3104.9475      3.0000      1.4997      1.4930    192.2447     27.4036   4124.1030      0.3044      0.0902  11.886E-01     -1.5528  1.9686E+00
   3105.0476      3.0000      1.4997      1.4929    194.5773     27.6231   4120.0854      0.3050      0.0902  11.879E-01     -1.5528  1.9399E+00
   3105.1470      3.0000      1.4997      1.4928    196.9382     27.8445   4116.0630      0.3056      0.0901  11.872E-01     -1.5528  1.9117E+00
   3105.2451      3.0000      1.4997      1.4927    199.3277     28.0679   4112.0361      0.3063      0.0900  11.865E-01     -1.5528  1.8839E+00
   3105.3423      3.0000      1.4997      1.4927    201.7463     28.2931   4108.0044      0.3069      0.0899  11.858E-01     -1.5528  1.8565E+00
   3105.4385      3.0000      1.4997      1.4926    204.1941     28.5202   4103.9678      0.3075      0.0899  11.851E-01     -1.5528  1.8294E+00
   3105.5339      3.0000      1.4997      1.4925    206.6717     28.7493   4099.9268      0.3081      0.0898  11.844E-01     -1.5528  1.8028E+00
   3105.6282      3.0000      1.4997      1.4925    209.1793     28.9804   4095.8811      0.3087      0.0897  11.837E-01     -1.5528  1.7765E+00
   3105.7214      3.0000      1.4997      1.4924    211.7174     29.2134   4091.8308      0.3093      0.0896  11.830E-01     -1.5528  1.7506E+00
   3105.8140      3.0000      1.4997      1.4923    214.2863     29.4484   4087.7759      0.3100      0.0895  11.823E-01     -1.5528  1.7250E+00
   3105.9055      3.0000      1.4997      1.4922    216.8863     29.6855   4083.7166      0.3106      0.0895  11.816E-01     -1.5528  1.6999E+00
   3105.9961      3.0000      1.4997      1.4921    219.5179     29.9246   4079.6528      0.3112      0.0894  11.809E-01     -1.5528  1.6750E+00
   3106.0859      3.0000      1.4997      1.4921    222.1814     30.1657   4075.5845      0.3118      0.0893  11.802E-01     -1.5528  1.6505E+00
   3106.1746      3.0000      1.4997      1.4920    224.8772     30.4089   4071.5117      0.3125      0.0892  11.795E-01     -1.5528  1.6264E+00
   3106.2627      3.0000      1.4997      1.4919    227.6057     30.6542   4067.4346      0.3131      0.0892  11.788E-01     -1.5528  1.6026E+00
   3106.3496      3.0000      1.4997      1.4918    230.3673     30.9016   4063.3530      0.3137      0.0891  11.781E-01     -1.5528  1.5792E+00
   3106.4358      3.0000      1.4997      1.4917    233.1625     31.1511   4059.2671      0.3144      0.0890  11.774E-01     -1.5528  1.5560E+00
   3106.5210      3.0000      1.4997      1.4917    235.9915     31.4028   4055.1770      0.3150      0.0889  11.767E-01     -1.5528  1.5333E+00
   3106.6055      3.0000      1.4997      1.4916    238.8549     31.6566   4051.0825      0.3156      0.0888  11.759E-01     -1.5528  1.5108E+00
   3106.6892      3.0000      1.4997      1.4915    241.7531     31.9126   4046.9836      0.3163      0.0888  11.752E-01     -1.5528  1.4886E+00
   3106.7720      3.0000      1.4997      1.4914    244.6864     32.1708   4042.8809      0.3169      0.0887  11.745E-01     -1.5528  1.4668E+00
   3106.8540      3.0000      1.4997      1.4913    247.6552     32.4313   4038.7737      0.3175      0.0886  11.738E-01     -1.5528  1.4453E+00
   3106.9351      3.0000      1.4997      1.4912    250.6601     32.6940   4034.6624      0.3182      0.0885  11.731E-01     -1.5528  1.4240E+00
   3107.0154      3.0000      1.4997      1.4911    253.7015     32.9589   4030.5469      0.3188      0.0885  11.723E-01     -1.5528  1.4031E+00
   3107.0950      3.0000      1.4997      1.4911    256.7798     33.2261   4026.4272      0.3195      0.0884  11.716E-01     -1.5528  1.3825E+00
   3107.1736      3.0000      1.4997      1.4910    259.8954     33.4957   4022.3035      0.3201      0.0883  11.709E-01     -1.5528  1.3622E+00
   3107.2515      3.0000      1.4997      1.4909    263.0488     33.7675   4018.1758      0.3207      0.0882  11.701E-01     -1.5528  1.3421E+00
   3107.3286      3.0000      1.4997      1.4908    266.2405     34.0418   4014.0442      0.3214      0.0881  11.694E-01     -1.5528  1.3224E+00
   3107.4050      3.0000      1.4997      1.4907    269.4709     34.3183   4009.9084      0.3220      0.0881  11.687E-01     -1.5528  1.3029E+00
   3107.4807      3.0000      1.4997      1.4906    272.7405     34.5973   4005.7686      0.3227      0.0880  11.679E-01     -1.5528  1.2837E+00
   3107.5554      3.0000      1.4997      1.4905    276.0498     34.8787   4001.6250      0.3233      0.0879  11.672E-01     -1.5528  1.2648E+00
   3107.6296      3.0000      1.4997      1.4904    279.3992     35.1625   3997.4775      0.3240      0.0878  11.664E-01     -1.5528  1.2461E+00
   3107.7031      3.0000      1.4997      1.4903    282.7893     35.4488   3993.3262      0.3246      0.0878  11.657E-01     -1.5528  1.2277E+00
   3107.7756      3.0000      1.4997      1.4902    286.2205     35.7375   3989.1709      0.3253      0.0877  11.649E-01     -1.5528  1.2096E+00
   3107.8477      3.0000      1.4997      1.4901    289.6933     36.0288   3985.0117      0.3259      0.0876  11.642E-01     -1.5528  1.1917E+00
   3107.9187      3.0000      1.4997      1.4900    293.2083     36.3225   3980.8489      0.3266      0.0875  11.634E-01     -1.5528  1.1741E+00
   3107.9893      3.0000      1.4997      1.4899    296.7659     36.6188   3976.6824      0.3273      0.0874  11.627E-01     -1.5528  1.1567E+00
   3108.0591      3.0000      1.4997      1.4898    300.3667     36.9177   3972.5120      0.3279      0.0874  11.619E-01     -1.5528  1.1396E+00
   3108.1282      3.0000      1.4997      1.4897    304.0112     37.2192   3968.3381      0.3286      0.0873  11.611E-01     -1.5528  1.1227E+00
   3108.1965      3.0000      1.4997      1.4896    307.6999     37.5233   3964.1604      0.3292      0.0872  11.604E-01     -1.5528  1.1061E+00
   3108.2642      3.0000      1.4997      1.4895    311.4333     37.8300   3959.9790      0.3299      0.0871  11.596E-01     -1.5528  1.0897E+00
   3108.3313      3.0000      1.4997      1.4894    315.2121     38.1394   3955.7942      0.3306      0.0871  11.588E-01     -1.5528  1.0735E+00
   3108.3975      3.0000      1.4997      1.4893    319.0367     38.4514   3951.6055      0.3312      0.0870  11.581E-01     -1.5528  1.0576E+00
   3108.4634      3.0000      1.4997      1.4892    322.9077     38.7662   3947.4136      0.3319      0.0869  11.573E-01     -1.5528  1.0419E+00
   3108.5283      3.0000      1.4997      1.4891    326.8257     39.0837   3943.2180      0.3326      0.0868  11.565E-01     -1.5528  1.0264E+00
   3108.5928      3.0000      1.4997      1.4890    330.7912     39.4040   3939.0188      0.3332      0.0867  11.557E-01     -1.5528  1.0112E+00
   3108.6565      3.0000      1.4997      1.4888    334.8048     39.7270   3934.8164      0.3339      0.0867  11.549E-01     -1.5528  9.9613E-01
   3108.7195      3.0000      1.4997      1.4887    338.8671     40.0529   3930.6104      0.3346      0.0866  11.542E-01     -1.5528  9.8130E-01
   3108.7820      3.0000      1.4997      1.4886    342.9788     40.3816   3926.4009      0.3352      0.0865  11.534E-01     -1.5528  9.6669E-01
   3108.8438      3.0000      1.4997      1.4885    347.1403     40.7132   3922.1882      0.3359      0.0864  11.526E-01     -1.5528  9.5228E-01
   3108.9050      3.0000      1.4997      1.4884    351.3523     41.0476   3917.9722      0.3366      0.0864  11.518E-01     -1.5528  9.3809E-01
   3108.9658      3.0000      1.4997      1.4883    355.6154     41.3850   3913.7527      0.3373      0.0863  11.510E-01     -1.5528  9.2409E-01
   3109.0256      3.0000      1.4997      1.4881    359.9302     41.7253   3909.5298      0.3380      0.0862  11.502E-01     -1.5528  9.1030E-01
   3109.0852      3.0000      1.4997      1.4880    364.2974     42.0686   3905.3040      0.3386      0.0861  11.494E-01     -1.5528  8.9670E-01
   3109.1440      3.0000      1.4997      1.4879    368.7176     42.4148   3901.0747      0.3393      0.0861  11.486E-01     -1.5528  8.8330E-01
   3109.2021      3.0000      1.4997      1.4878    373.1914     42.7641   3896.8423      0.3400      0.0860  11.478E-01     -1.5528  8.7010E-01
   3109.2598      3.0000      1.4997      1.4877    377.7195     43.1164   3892.6067      0.3407      0.0859  11.470E-01     -1.5528  8.5708E-01
   3109.3169      3.0000      1.4997      1.4875    382.3025     43.4718   3888.3679      0.3414      0.0858  11.462E-01     -1.5528  8.4425E-01
   3109.3733      3.0000      1.4997      1.4874    386.9411     43.8304   3884.1260      0.3421      0.0857  11.454E-01     -1.5528  8.3160E-01
   3109.4294      3.0000      1.4997      1.4873    391.6360     44.1920   3879.8811      0.3427      0.0857  11.445E-01     -1.5528  8.1913E-01
   3109.4846      3.0000      1.4997      1.4872    396.3879     44.5568   3875.6331      0.3434      0.0856  11.437E-01     -1.5528  8.0685E-01
   3109.5396      3.0000      1.4997      1.4870    401.1975     44.9248   3871.3818      0.3441      0.0855  11.429E-01     -1.5528  7.9473E-01
   3109.5938      3.0000      1.4997      1.4869    406.0654     45.2960   3867.1279      0.3448      0.0854  11.421E-01     -1.5528  7.8280E-01
   3109.6475      3.0000      1.4997      1.4868    410.9923     45.6705   3862.8708      0.3455      0.0854  11.413E-01     -1.5528  7.7103E-01
   3109.7007      3.0000      1.4997      1.4866    415.9791     46.0482   3858.6108      0.3462      0.0853  11.404E-01     -1.5528  7.5944E-01
   3109.7534      3.0000      1.4997      1.4865    421.0263     46.4293   3854.3477      0.3469      0.0852  11.396E-01     -1.5528  7.4801E-01
   3109.8054      3.0000      1.4997      1.4864    426.1348     46.8137   3850.0820      0.3476      0.0851  11.388E-01     -1.5528  7.3675E-01
   3109.8572      3.0000      1.4997      1.4862    431.3053     47.2014   3845.8132      0.3483      0.0850  11.379E-01     -1.5528  7.2565E-01
   3109.9082      3.0000      1.4997      1.4861    436.5385     47.5926   3841.5417      0.3490      0.0850  11.371E-01     -1.5528  7.1470E-01
