    0.0000  1  1    1.9000    1.0000    0.0000    0.0000       NaN       NaN       NaN       NaN    1.2352    0.0407         NaN         NaN  0.0000E+00  0.0000E+00  0.2785E+04  0.000
 3000.0000 11  1    0.6036    2.0014    0.6036    0.0000   -1.8952       NaN    0.0001       NaN   -2.8840    1.2431  0.4868E-05         NaN  0.0000E+00 -0.0000E+00  0.7751E+03  0.000
   -1.0000 11  1    0.6036    2.0014    0.6036    0.0000   -1.8952       NaN    0.0001       NaN   -2.8840    1.2431  0.4868E-05         NaN  0.0000E+00 -0.0000E+00  0.7751E+03  0.000
